338
0,0,1
0,1,1
1,4,1
2,6,1
3,8,1
4,10,1
4,13,1
4,12,1
4,11,1
5,14,1
5,16,1
5,15,1
5,17,1
6,18,1
7,20,1
7,19,1
8,21,1
9,23,1
10,22,1
11,38,1
11,39,1
11,40,1
12,30,1
12,31,1
13,32,1
13,33,1
14,43,1
15,41,1
16,44,1
17,45,1
16,46,1
17,48,1
18,47,1
19,60,1
20,58,1
21,67,1
21,66,1
22,56,1
23,54,1
24,62,1
25,63,1
26,70,1
26,71,1
27,74,1
27,75,1
28,86,1
28,87,1
29,78,1
29,80,1
29,79,1
29,81,1
30,95,1
31,93,1
31,94,1
32,92,1
33,91,1
34,96,1
35,97,1
35,99,1
35,98,1
36,100,1
36,102,1
36,101,1
37,107,1
37,108,1
38,103,1
38,104,1
39,111,1
39,112,1
39,113,1
39,114,1
40,119,1
40,120,1
41,123,1
41,124,1
42,127,1
42,128,1
43,135,1
44,131,1
44,132,1
45,138,1
46,139,1
47,140,1
48,141,1
48,142,1
49,161,1
50,145,1
51,155,1
51,156,1
52,159,1
53,153,1
54,151,1
55,147,1
56,148,1
57,0,2
58,6,2
58,4,2
59,8,2
60,10,2
60,12,2
60,13,2
60,11,2
61,16,2
61,14,2
61,17,2
61,15,2
62,18,2
63,20,2
63,19,2
64,21,2
65,23,2
66,22,2
67,38,2
68,30,2
68,31,2
69,32,2
70,43,2
71,41,2
71,42,2
73,44,2
73,45,2
72,46,2
73,48,2
74,60,2
75,58,2
75,47,2
76,67,2
76,66,2
77,56,2
78,54,2
79,62,2
80,63,2
81,70,2
81,71,2
82,74,2
82,75,2
83,86,2
83,87,2
84,78,2
84,80,2
84,79,2
84,81,2
85,95,2
86,93,2
86,94,2
87,92,2
88,91,2
89,96,2
90,97,2
91,100,2
91,102,2
91,99,2
91,101,2
92,107,2
92,108,2
93,103,2
93,104,2
94,111,2
94,113,2
94,114,2
94,112,2
95,119,2
96,123,2
96,124,2
97,128,2
97,127,2
98,135,2
99,131,2
100,138,2
101,139,2
102,140,2
103,141,2
103,142,2
104,161,2
105,145,2
106,155,2
106,156,2
107,159,2
108,147,2
109,153,2
110,151,2
111,148,2
112,0,3
112,1,3
113,4,3
114,6,3
115,8,3
116,10,3
116,11,3
116,13,3
116,12,3
117,14,3
117,17,3
117,16,3
117,15,3
118,18,3
119,20,3
119,19,3
120,21,3
121,23,3
122,22,3
123,38,3
123,39,3
124,34,3
124,35,3
124,37,3
124,36,3
131,27,3
125,24,3
125,25,3
126,31,3
126,30,3
127,33,3
127,32,3
128,29,3
128,28,3
129,43,3
130,41,3
131,26,3
132,44,3
132,45,3
132,47,3
133,48,3
134,60,3
135,58,3
136,67,3
136,66,3
137,56,3
138,54,3
139,62,3
140,63,3
141,70,3
141,71,3
142,74,3
142,75,3
144,86,3
143,87,3
144,78,3
144,80,3
144,79,3
144,81,3
145,95,3
146,93,3
146,94,3
147,92,3
148,91,3
149,96,3
150,97,3
151,100,3
151,102,3
151,101,3
152,107,3
152,108,3
153,103,3
153,104,3
154,113,3
154,111,3
154,112,3
154,114,3
155,119,3
155,120,3
156,123,3
156,124,3
157,127,3
158,135,3
159,131,3
160,138,3
161,139,3
162,140,3
163,141,3
163,142,3
164,161,3
165,145,3
166,155,3
166,156,3
167,159,3
168,147,3
171,148,3
169,153,3
170,151,3
172,2,4
172,3,4
173,5,4
174,7,4
175,9,4
176,49,4
176,50,4
178,52,4
176,51,4
177,53,4
179,61,4
180,59,4
181,69,4
181,68,4
182,57,4
182,55,4
183,64,4
184,65,4
184,90,4
185,76,4
185,77,4
186,72,4
186,73,4
187,88,4
187,89,4
188,82,4
188,84,4
188,83,4
188,85,4
189,109,4
189,110,4
190,105,4
190,106,4
191,115,4
191,117,4
191,116,4
191,118,4
192,121,4
192,122,4
193,125,4
193,126,4
194,129,4
194,130,4
195,136,4
195,137,4
196,133,4
196,134,4
197,143,4
197,144,4
198,162,4
199,146,4
200,157,4
200,158,4
201,160,4
202,154,4
203,152,4
204,149,4
205,150,4
