163
宕,0,3,陽,0,ɨɐŋ,iɐŋ,i̯aŋ,ĭaŋ,iaŋ,iɑŋ,ɨaŋ
宕,1,3,陽,0,ʉɐŋ,ʷiɐŋ,iwaŋ,ĭwaŋ,iuaŋ,iuɑŋ,uaŋ
宕,0,3,陽,1,ɨɐk,iɐk,i̯ak,ĭak,iak,iɑk,ɨak
宕,1,3,陽,1,ʉɐk,ʷiɐk,iwak,ĭak,iuak,iuɑk,uak
梗,0,2,庚,0,ɣæŋ,ɯaŋ,ɐŋ,ɐŋ,ɐŋ,aŋ,aɨjŋ
梗,1,2,庚,0,wɣæŋ,ʷɯaŋ,wɐŋ,wɐŋ,uɐŋ,uaŋ,waɨjŋ
梗,0,3,庚,0,ɣiæŋ,ɯiaŋ,i̯ɐŋ,ĭɐŋ,iɐŋ,iaŋ,iajŋ
梗,1,3,庚,0,wɣiæŋ,ʷɯiaŋ,i̯wɐŋ,ĭwɐŋ,iuɐŋ,iuaŋ,wiajŋ
梗,0,2,庚,1,ɣæk,ɯak,ɐk,ɐk,ɐk,ak,aɨjk
梗,1,2,庚,1,wɣæk,ʷɯak,wɐk,wɐk,uɐk,uak,waɨjk
梗,0,3,庚,1,ɣiæk,ɯiak,iɐk,ĭɐk,iɐk,iak,iajk
梗,1,3,庚,1,wɣiæk,ʷɯiak,——,ĭwɐk,iuɐk,iuak,wiajk
梗,0,2,耕,0,ɣɛŋ,ɯæŋ,æŋ,æŋ,ɛŋ,ɐŋ,əɨjŋ
梗,1,2,耕,0,wɣɛŋ,ʷɯæŋ,wæŋ,wæŋ,uɛŋ,uɐŋ,wəɨjŋ
梗,0,2,耕,1,ɣɛk,ɯæk,æk,æk,ɛk,ɐk,əɨjk
梗,1,2,耕,1,wɣɛk,ʷɯæk,wæk,wæk,uɛk,uɐk,wəɨjk
梗,0,3,清,0,iᴇŋ,iɛŋ,i̯ɛŋ,ĭɛŋ,iɛŋ,iæŋ,iajŋ
梗,1,3,清,0,wiᴇŋ,ʷiɛŋ,i̯wɛŋ,ĭwɛŋ,iuɛŋ,iuæŋ,wiajŋ
梗,0,3,清,1,iᴇk,iɛk,i̯ɛk,ĭɛk,iɛk,iæk,iajk
梗,1,3,清,1,wiᴇk,ʷiɛk,i̯wɛk,ĭwɛk,iuɛk,iuæk,wiajk
梗,0,4,青,0,eŋ,eŋ,ieŋ,ieŋ,eŋ,ɛŋ,ɛjŋ
梗,1,4,青,0,weŋ,ʷeŋ,iweŋ,iweŋ,ueŋ,uɛŋ,wɛjŋ
梗,0,4,青,1,ek,ek,iek,iek,ek,ɛk,ɛjk
梗,1,4,青,1,wek,ʷek,iwek,iwek,uek,uɛk,wɛjk
曾,0,1,登,0,əŋ,əŋ,əŋ,əŋ,əŋ,əŋ,əŋ
曾,1,1,登,0,wəŋ,ʷəŋ,wəŋ,uəŋ,uəŋ,uəŋ,wəŋ
曾,0,1,登,1,ək,ək,ək,ək,ək,ək,ək
曾,1,1,登,1,wək,ʷək,wək,uək,uək,uək,wək
曾,0,3,蒸,0,ɨŋ,ɨŋ,i̯əŋ,ĭəŋ,iəŋ,ieŋ,iŋ
曾,0,3,蒸,1,ɨk,ɨk,i̯ək,ĭək,iək,iek,ik
曾,1,3,蒸,1,wɨk,ʷɨk,i̯wək,ĭwək,iuək,iuek,——
流,0,3,尤,0,ɨu,iu,i̯ə̯u,ĭəu,iu,iəu,uw
流,0,1,侯,0,əu,əu,ə̯u,əu,u,əu,əw
流,0,3,幽,0,iɪu,ɨu,ieu,iəu,iĕu,ieu,jiw
深,0,3,侵A,0,iɪm,im,i̯əm,ĭĕm,iəm,jem,im
深,0,3,侵B,0,ɣiɪm,ɯim,——,ĭĕm,jəm,iem,jim
深,0,3,侵A,1,iɪp,ip,i̯əp,ĭĕp,iəp,jep,ip
深,0,3,侵B,1,ɣiɪp,ɯip,——,ĭĕp,jəp,iep,jip
咸,0,1,談,0,ɑm,ɑm,ɑm,ɑm,ɑm,ɑm,am
咸,0,1,談,1,ɑp,ɑp,ɑp,ɑp,ɑp,ɑp,ap
咸,0,3,嚴,0,ɨɐm,iɐm,i̯ɐm,ĭɐm,iɐm,iɐm,ɨam
咸,1,3,凡,0,ɨɐm,iɐm,i̯wɐm,ĭwɐm,iɐm,iɐm,uam
咸,0,3,嚴,1,ɨɐp,iɐp,i̯ɐp,ĭɐp,iap,iɐp,ɨap
咸,1,3,凡,1,ɨɐp,iɐp,i̯wɐp,ĭwɐp,iɐp,iɐp,uap
咸,0,2,銜,0,ɣam,ɯam,am,am,am,am,aɨm
咸,0,2,銜,1,ɣap,ɯap,ap,ap,ap,ap,aɨp
咸,0,2,咸,0,ɣɛm,ɯæm,ăm,ɐm,ɐm,ɐm,əɨm
咸,0,2,咸,1,ɣɛp,ɯæp,ăp,ɐp,ɐp,ɐp,əɨp
咸,0,3,鹽A,0,iᴇm,iɛm,i̯ɛm,ĭɛm,iɛm,jæm,iam
咸,0,3,鹽B,0,ɣiᴇm,ɯiɛm,——,ĭɛm,jɛm,iæm,jiam
咸,0,3,鹽A,1,iᴇp,iɛp,i̯ɛp,ĭɛp,iɛp,jæp,iap
咸,0,3,鹽B,1,ɣiᴇp,ɯiɛp,——,ĭɛp,jɛp,iæp,jiap
咸,0,4,添,0,em,em,iem,iem,em,ɛm,ɛm
咸,0,4,添,1,ep,ep,iep,iep,ep,ɛp,ɛp
咸,0,1,覃,0,ʌm,əm,ăm,ɒm,Am,ɒm,əm
咸,0,1,覃,1,ʌp,əp,ăp,ɒp,Ap,ɒp,əp
